track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance,mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,instance_id,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key_y,liveness,loudness,mode_y,speechiness,tempo,obtained_date,valence,music_genre
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,97ea6a8e-2011-45f0-895e-8bb082b1aa64,Ghost,Ghost,Japan,Japan; Poland; Sweden; United Kingdom,rock and indie,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,47c108ae-faa7-453f-90bb-65ccef0213a7,Ghost,Ghost,Jamaica,Japan; Poland; Sweden; United Kingdom,,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,57647f66-2f0c-4a29-ae4e-af928c35b694,Ghost,Ghost,United Kingdom,Japan; Poland; Sweden; United Kingdom,dubstep; uk garage,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,ed81302a-c095-4f0d-a243-ec362956fee7,Ghost,Ghost,United Kingdom,Japan; Poland; Sweden; United Kingdom,instrumental; hip hop; instrumental hip hop,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,a44228b5-05b9-4a74-9c0a-74100f7a7910,Ghost,Ghost,,Japan; Poland; Sweden; United Kingdom,,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,2d84a3a1-3f40-4479-bd32-2f4dd925f855,Ghost,Ghost,United States,Japan; Poland; Sweden; United Kingdom,,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,157e50d7-c39e-4a6f-b4a5-8740c9474bec,Ghost,Ghost,,Japan; Poland; Sweden; United Kingdom,,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,2bcf2e02-5bc3-4c76-bf76-41126cb11444,Ghost,Ghost,Sweden,Japan; Poland; Sweden; United Kingdom,rock; progressive rock; heavy metal; doom metal; hard rock; psychedelic rock; occult rock,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,cb771a40-f3a1-4993-924a-60dc15ea5fc2,Ghost,Ghost,,Japan; Poland; Sweden; United Kingdom,,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,c3cb3ad7-9e08-44e3-b913-95df9ef99c0d,Ghost,Ghost,Germany,Japan; Poland; Sweden; United Kingdom,c64 remix,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,64b43044-d0d6-46f8-a91b-1c6ddbe60ead,Ghost,Ghost,Poland,Japan; Poland; Sweden; United Kingdom,,heavy metal; Psychedelic Rock; doom metal; seen live; psychedelic; Progressive rock; swedish; occult rock; hard rock; rock; metal; japanese; experimental; Sweden; death metal; Traditional Doom Metal; Hip-Hop; Doom; Progressive; japan; psychedelic folk; UK Garage; J-rock; visual kei; black metal; reggae; dubstep; Experimental Rock; occult; Doom Rock; Progressive metal; satanic; electronic; pop rock; space rock; breakcore; folk; instrumental hip-hop; They look like serial prostitutes with fake dildos to scare little kids; I would rather beat myself to death with a hammer than listen to this; classic rock; Psychedelia; occult metal; shit only a retard would listen to; trip-hop; hip hop; pop; polish; Neo-Psychedelia; UK hip-hop; old school death metal; approximately 1000 times less pleasant than EXTREME ANAL CAVING; More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City; AOR; stoner; 00s; Psychedelic metal; noise; alternative; garage; Swedish Metal; heavy psych; acid folk; polish death metal; avant rock,351751.0,24037409.0,True,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,6feaa3cf-4c39-4863-8c27-1e991de705d9,Ghost,,,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,191f2eb2-0b95-4404-9b57-bc3841e572e8,Ghost,,,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,df418793-fd6e-4e73-b5d2-56541fcbd859,Ghost,,,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,a327aae7-1b42-446a-acc9-627d9e2345e8,Ghost,,Switzerland,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,2468f5f3-0f32-48af-9947-21700f2114af,Ghost,,United States,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,da274b41-d205-4687-af7e-8c56b520d0d2,Ghost,,,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,96d3c778-e0e9-4290-b991-5ae8f0f2ff67,Ghost,,Germany,,,,,,False,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,1401,276288.4960742327,1,acca9d9e-7731-4463-9289-49492f7c56df,Ghost,,,,,,,,False,,,,,,,,,,,,,,,,,
Attention,NewJeans,1,2022,8,1,799,12,264717480.0,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,348,760682.4137931034,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.0,17,10,16,0,4,120,F,Major,90,73,51,39,0,9,6,491,498836.88594704686,1,883cbf1f-dcaa-4d17-b9ed-394e1fdabc87,Rex Orange County,Rex Orange County,United Kingdom,,,,166700.0,4438132.0,False,,,,,,,,,,,,,,,,,
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446.0,28,67,195,0,0,145,G,Major,56,43,53,24,0,12,4,368,265245.777173913,1,065bf89f-c15c-49b1-ad06-73524a6dd658,Sofia Carson,Sofia Carson,,,,,27336.0,218166.0,False,,,,,,,,,,,,,,,,,
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14,358,802454.8966480447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartless,Kanye West,1,2008,1,1,17504,34,887906111.0,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,5674,156486.80137469157,3,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West,Kanye West,United States,United States,synthpop; pop; american; hip-hop; hip hop; electropop; producer; pop rap; rapper; us; hip hop rnb and dance hall; experimental hip hop; grammy winner; hardcore hip hop,Hip-Hop; rap; hip hop; rnb; Kanye West; seen live; Gay Fish; american; pop; chicago; hiphop; soul; electronic; gayfish; producer; alternative; male vocalists; 00s; kanye; indie; rock; urban; experimental; dance; r&b; pop rap; alternative rap; electronica; alternative hip-hop; USA; good music; midwest rap,4390502.0,238603850.0,False,,,,,,,,,,,,,,,,,
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120.0,54,6,124,1,0,126,A,Major,81,90,73,28,0,29,4,365,338282.5205479452,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154.0,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4,334,883689.0838323353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12,512,631749.3984375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092.0,81,4,248,1,6,132,B,Major,82,49,88,20,0,21,3,394,611467.2385786802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381.0,22,2,65,1,3,135,G#,Major,77,74,74,47,0,34,8,421,455756.24940617575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603.0,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,2073,137104.00530631933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84,9,202,102,C#,Minor,67,72,74,30,0,36,4,309,774793.8802588996,3,526aab94-697f-44a9-b630-41d1c0505953,Lewis Capaldi,Lewis Capaldi,United Kingdom,,,,124429.0,1153857.0,False,,,,,,,,,,,,,,,,,
After LIKE,IVE,1,2022,8,22,767,12,265548837.0,20,129,11,0,12,125,,Major,68,80,92,10,0,9,12,327,812075.9541284404,4,a92e9703-929f-45bb-aa78-b78dfde731a4,IVE,,,,,,,,False,,,,,,,,,,,,,,,,,
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,3847,182818.22900961788,3,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West,Kanye West,United States,United States,synthpop; pop; american; hip-hop; hip hop; electropop; producer; pop rap; rapper; us; hip hop rnb and dance hall; experimental hip hop; grammy winner; hardcore hip hop,Hip-Hop; rap; hip hop; rnb; Kanye West; seen live; Gay Fish; american; pop; chicago; hiphop; soul; electronic; gayfish; producer; alternative; male vocalists; 00s; kanye; indie; rock; urban; experimental; dance; r&b; pop rap; alternative rap; electronica; alternative hip-hop; USA; good music; midwest rap,4390502.0,238603850.0,False,,,,,,,,,,,,,,,,,
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109.0,102,53,113,12,0,137,,Major,74,71,89,24,61,15,5,395,619202.8075949367,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119.0,14,77,15,1,2,120,D#,Minor,77,78,91,14,0,33,12,323,586613.3715170278,2,8da127cc-c432-418f-b356-ef36210d82ac,TWICE,TWICE,South Korea,,,,80642.0,9488726.0,False,,,,,,,,,,,,,,,,,
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266.0,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,541,512259.2717190389,1,187fbe15-8245-48fe-b410-49418dc7cb78,Armani White,Armani White,,,,,3167.0,14238.0,False,,,,,,,,,,,,,,,,,
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.0,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,407,685307.1425061425,8,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Feid,Feid,Colombia,,reggaeton; latin urban,,12161.0,75471.0,False,,,,,,,,,,,,,,,,,
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107,1,7,93,A#,Minor,65,79,66,31,0,22,7,400,556026.805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25,1,0,180,C#,Minor,65,52,80,5,0,6,25,305,607844.5475409837,8,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Feid,Feid,Colombia,,reggaeton; latin urban,,12161.0,75471.0,False,,,,,,,,,,,,,,,,,
Static,Steve Lacy,1,2022,7,15,1613,0,202452860.0,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,365,554665.3698630137,3,ca9766a0-1c30-43e6-a213-bac1334efc4a,Steve Lacy,Steve Lacy,United States,United States,jazz; post-bop; vocal jazz; avant-garde jazz; free jazz; jazz and blues; free improvisation,free jazz; jazz; saxophone; Avant-Garde Jazz; soprano sax; Avant-Garde; american; Steve Lacy; Post-Bop; sax; rnb; avant-jazz; soul; Hard Bop; jazz saxophone; saxophonist; free-jazz; free improvisation; ESP-Disk; experimental; funk; contemporary jazz; soprano saxophone; improv; improvisation; lesser known yet streamable artists; check out; Neo-Soul; All; jazz sax; Avantgarde Jazz; saxo; soprano saxophonists; seen live; chill; 70s; 80s; new york; Contemporary; abstract; jazz fusion; 90s; bebop; avant garde; unique; Favorite Artists; lofi; electroacoustic; investigate; Recommended; experimental jazz; 00s; interessant; improvisational; Virtuoso; thinking; ofwgkta; tzadik; the internet; jazz instrumental; great jazz musicians; multiple artists; soprano; The best of the best; radical jewish culture; master; ed blackwell; spotify; NWW list; Nice mix; impressionistic; avant garde jazz; clean feed; Avant Jazz; Saravah; cecil taylor; Jazzapedia; gammarec; robertitus global; w1k2 jazz; Radio Unlucido; music genius; RNB SOUL; rex ferric faves; Third Ear; new york city NY; Leo; impropozycja; 3ucho; sweet track; Jazz I like; soprano saxophonist; Lend me your ear; jazz legends; gumfuck; poszukac-jazz; liszaj radio; scott lafaro; jazz saxophonist; snazz,117543.0,1468868.0,False,,,,,,,,,,,,,,,,,
Static,Steve Lacy,1,2022,7,15,1613,0,202452860.0,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,365,554665.3698630137,3,b29020d6-5dbf-4c99-b16f-c009f8a712ff,Steve Lacy,,United States,,,,,,False,,,,,,,,,,,,,,,,,
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312.0,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,7649,210245.04013596548,3,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,Coldplay,United Kingdom,United Kingdom,rock; pop; alternative rock; british; uk; britannique; britpop; pop rock; piano pop; piano rock; english; parlophone; rock and indie; ambient pop; pop/rock; chapel; post-britpop,rock; alternative; britpop; alternative rock; indie; british; seen live; Coldplay; pop; indie rock; pop rock; piano rock; UK; soft rock; Mellow; male vocalists; chillout; piano; 00s; chill; favorites; indie pop; acoustic; singer-songwriter; emo; english; Love; classic rock; electronic; brit rock; brit pop; overrated; 90s; Pop-Rock; cold play; Favourites; Britrock; relax,5381567.0,360111850.0,False,,,,,,,,,,,,,,,,,
